"Sdate","Cosit","Study","Period","LaneNumber","LaneDescription","LaneDirection","DirectionDescription","Volume","Flags","Flag Text","Setup","#Bins","Bins"
2019-11-01 00:00:00,="000010100042",1,60,1,"Northbound Lane 1",1,"North",0,8192,"Checked",32426,0
2019-11-01 00:00:00,="000010100042",1,60,2,"Northbound Lane 2",1,"North",112,8192,"Checked",32426,0
2019-11-01 00:00:00,="000010100042",1,60,3,"Northbound Lane 3",1,"North",139,8192,"Checked",32426,0
2019-11-01 00:00:00,="000010100042",1,60,4,"Northbound Lane 4",1,"North",57,8192,"Checked",32426,0
2019-11-01 00:00:00,="000010100042",1,60,5,"Southbound Lane 1",2,"South",66,8192,"Checked",32426,0
2019-11-01 00:00:00,="000010100042",1,60,6,"Southbound Lane 2",2,"South",39,8192,"Checked",32426,0
2019-11-01 00:00:00,="000010100042",1,60,7,"Southbound Lane 3",2,"South",20,8192,"Checked",32426,0
2019-11-01 00:00:00,="000010100042",1,60,8,"Southbound Lane 4",2,"South",0,8192,"Checked",32426,0
2019-11-01 01:00:00,="000010100042",1,60,1,"Northbound Lane 1",1,"North",0,8192,"Checked",32426,0
2019-11-01 01:00:00,="000010100042",1,60,2,"Northbound Lane 2",1,"North",56,8192,"Checked",32426,0
2019-11-01 01:00:00,="000010100042",1,60,3,"Northbound Lane 3",1,"North",100,8192,"Checked",32426,0
2019-11-01 01:00:00,="000010100042",1,60,4,"Northbound Lane 4",1,"North",30,8192,"Checked",32426,0
2019-11-01 01:00:00,="000010100042",1,60,5,"Southbound Lane 1",2,"South",49,8192,"Checked",32426,0
2019-11-01 01:00:00,="000010100042",1,60,6,"Southbound Lane 2",2,"South",38,8192,"Checked",32426,0
2019-11-01 01:00:00,="000010100042",1,60,7,"Southbound Lane 3",2,"South",8,8192,"Checked",32426,0
2019-11-01 01:00:00,="000010100042",1,60,8,"Southbound Lane 4",2,"South",0,8192,"Checked",32426,0
2019-11-01 02:00:00,="000010100042",1,60,1,"Northbound Lane 1",1,"North",0,8192,"Checked",32426,0
2019-11-01 02:00:00,="000010100042",1,60,2,"Northbound Lane 2",1,"North",48,8192,"Checked",32426,0
2019-11-01 02:00:00,="000010100042",1,60,3,"Northbound Lane 3",1,"North",59,8192,"Checked",32426,0
2019-11-01 02:00:00,="000010100042",1,60,4,"Northbound Lane 4",1,"North",13,8192,"Checked",32426,0
2019-11-01 02:00:00,="000010100042",1,60,5,"Southbound Lane 1",2,"South",47,8192,"Checked",32426,0
