"Sdate","Cosit","Study","Period","LaneNumber","LaneDescription","LaneDirection","DirectionDescription","Volume","Flags","Flag Text","Setup","#Bins","Bins"
2019-10-01 00:00:00,="000010100042",1,60,1,"Northbound Lane 1",1,"North",0,8192,"Checked",32426,0
2019-10-01 00:00:00,="000010100042",1,60,2,"Northbound Lane 2",1,"North",108,8192,"Checked",32426,0
2019-10-01 00:00:00,="000010100042",1,60,3,"Northbound Lane 3",1,"North",130,8192,"Checked",32426,0
2019-10-01 00:00:00,="000010100042",1,60,4,"Northbound Lane 4",1,"North",39,8192,"Checked",32426,0
2019-10-01 00:00:00,="000010100042",1,60,5,"Southbound Lane 1",2,"South",50,8192,"Checked",32426,0
2019-10-01 00:00:00,="000010100042",1,60,6,"Southbound Lane 2",2,"South",37,8192,"Checked",32426,0
2019-10-01 00:00:00,="000010100042",1,60,7,"Southbound Lane 3",2,"South",9,8192,"Checked",32426,0
2019-10-01 00:00:00,="000010100042",1,60,8,"Southbound Lane 4",2,"South",0,8192,"Checked",32426,0
2019-10-01 01:00:00,="000010100042",1,60,1,"Northbound Lane 1",1,"North",0,8192,"Checked",32426,0
2019-10-01 01:00:00,="000010100042",1,60,2,"Northbound Lane 2",1,"North",56,8192,"Checked",32426,0
2019-10-01 01:00:00,="000010100042",1,60,3,"Northbound Lane 3",1,"North",94,8192,"Checked",32426,0
2019-10-01 01:00:00,="000010100042",1,60,4,"Northbound Lane 4",1,"North",31,8192,"Checked",32426,0
2019-10-01 01:00:00,="000010100042",1,60,5,"Southbound Lane 1",2,"South",36,8192,"Checked",32426,0
2019-10-01 01:00:00,="000010100042",1,60,6,"Southbound Lane 2",2,"South",36,8192,"Checked",32426,0
2019-10-01 01:00:00,="000010100042",1,60,7,"Southbound Lane 3",2,"South",8,8192,"Checked",32426,0
2019-10-01 01:00:00,="000010100042",1,60,8,"Southbound Lane 4",2,"South",0,8192,"Checked",32426,0
2019-10-01 02:00:00,="000010100042",1,60,1,"Northbound Lane 1",1,"North",0,8192,"Checked",32426,0
2019-10-01 02:00:00,="000010100042",1,60,2,"Northbound Lane 2",1,"North",46,8192,"Checked",32426,0
2019-10-01 02:00:00,="000010100042",1,60,3,"Northbound Lane 3",1,"North",60,8192,"Checked",32426,0
2019-10-01 02:00:00,="000010100042",1,60,4,"Northbound Lane 4",1,"North",13,8192,"Checked",32426,0
2019-10-01 02:00:00,="000010100042",1,60,5,"Southbound Lane 1",2,"South",65,8192,"Checked",32426,0
2019-10-01 02:00:00,="000010100042",1,60,6,"Southbound Lane 2",2,"South",22,8192,"Checked",32426,0
2019-10-01 02:00:00,="000010100042",1,60,7,"Southbound Lane 3",2,"South",4,8192,"Checked",32426,0
2019-10-01 02:00:00,="000010100042",1,60,8,"Southbound Lane 4",2,"South",0,8192,"Checked",32426,0
2019-10-01 03:00:00,="000010100042",1,60,1,"Northbound Lane 1",1,"North",0,8192,"Checked",32426,0
2019-10-01 03:00:00,="000010100042",1,60,2,"Northbound Lane 2",1,"North",43,8192,"Checked",32426,0
2019-10-01 03:00:00,="000010100042",1,60,3,"Northbound Lane 3",1,"North",38,8192,"Checked",32426,0
2019-10-01 03:00:00,="000010100042",1,60,4,"Northbound Lane 4",1,"North",12,8192,"Checked",32426,0
2019-10-01 03:00:00,="000010100042",1,60,5,"Southbound Lane 1",2,"South",91,8192,"Checked",32426,0
2019-10-01 03:00:00,="000010100042",1,60,6,"Southbound Lane 2",2,"South",52,8192,"Checked",32426,0
2019-10-01 03:00:00,="000010100042",1,60,7,"Southbound Lane 3",2,"South",16,8192,"Checked",32426,0
2019-10-01 03:00:00,="000010100042",1,60,8,"Southbound Lane 4",2,"South",0,8192,"Checked",32426,0
2019-10-01 04:00:00,="000010100042",1,60,1,"Northbound Lane 1",1,"North",2,8192,"Checked",32426,0
2019-10-01 04:00:00,="000010100042",1,60,2,"Northbound Lane 2",1,"North",37,8192,"Checked",32426,0
2019-10-01 04:00:00,="000010100042",1,60,3,"Northbound Lane 3",1,"North",65,8192,"Checked",32426,0
2019-10-01 04:00:00,="000010100042",1,60,4,"Northbound Lane 4",1,"North",10,8192,"Checked",32426,0
2019-10-01 04:00:00,="000010100042",1,60,5,"Southbound Lane 1",2,"South",247,8192,"Checked",32426,0
2019-10-01 04:00:00,="000010100042",1,60,6,"Southbound Lane 2",2,"South",143,8192,"Checked",32426,0
2019-10-01 04:00:00,="000010100042",1,60,7,"Southbound Lane 3",2,"South",91,8192,"Checked",32426,0
2019-10-01 04:00:00,="000010100042",1,60,8,"Southbound Lane 4",2,"South",0,8192,"Checked",32426,0
2019-10-01 05:00:00,="000010100042",1,60,1,"Northbound Lane 1",1,"North",0,8192,"Checked",32426,0
2019-10-01 05:00:00,="000010100042",1,60,2,"Northbound Lane 2",1,"North",97,8192,"Checked",32426,0
2019-10-01 05:00:00,="000010100042",1,60,3,"Northbound Lane 3",1,"North",123,8192,"Checked",32426,0
2019-10-01 05:00:00,="000010100042",1,60,4,"Northbound Lane 4",1,"North",35,8192,"Checked",32426,0
2019-10-01 05:00:00,="000010100042",1,60,5,"Southbound Lane 1",2,"South",753,8192,"Checked",32426,0
2019-10-01 05:00:00,="000010100042",1,60,6,"Southbound Lane 2",2,"South",514,8192,"Checked",32426,0
2019-10-01 05:00:00,="000010100042",1,60,7,"Southbound Lane 3",2,"South",567,8192,"Checked",32426,0
2019-10-01 05:00:00,="000010100042",1,60,8,"Southbound Lane 4",2,"South",0,8192,"Checked",32426,0
2019-10-01 06:00:00,="000010100042",1,60,1,"Northbound Lane 1",1,"North",0,8192,"Checked",32426,0
2019-10-01 06:00:00,="000010100042",1,60,2,"Northbound Lane 2",1,"North",225,8192,"Checked",32426,0
2019-10-01 06:00:00,="000010100042",1,60,3,"Northbound Lane 3",1,"North",271,8192,"Checked",32426,0
2019-10-01 06:00:00,="000010100042",1,60,4,"Northbound Lane 4",1,"North",113,8192,"Checked",32426,0
2019-10-01 06:00:00,="000010100042",1,60,5,"Southbound Lane 1",2,"South",1512,8192,"Checked",32426,0
